x,y,p_xx,p_xy,p_yy
0.00930508,0.0006942,0.0225713,0,0.00263654
0.00934325,0.000677131,0.0225349,0,0.00264069
0.00930928,0.00066132,0.0225113,0,0.00264276
0.0092664,0.000653392,0.0225868,0,0.00264583
0.0091882,0.000646918,0.0226177,0,0.00264798
0.00904608,0.000642211,0.0226487,0,0.00264832
0.0088804,0.000630463,0.0226848,0,0.00265132
0.00876075,0.000619854,0.0227761,0,0.00265618
0.00867403,0.000611118,0.0230165,0,0.00265781
0.00858476,0.000596424,0.0230079,0,0.00266647
0.00852472,0.000576712,0.0232272,0,0.00267033
0.00846402,0.000556378,0.02317,0,0.00267542
0.00836221,0.000540693,0.0231295,0,0.00268001
0.00831161,0.000519298,0.023278,0,0.00268318
0.00825936,0.000496316,0.0234323,0,0.00268383
0.00819061,0.000479518,0.0236161,0,0.00268022
0.00815249,0.000458667,0.0236971,0,0.00268125
0.00813876,0.000439653,0.0238584,0,0.0026805
0.00810861,0.000426812,0.0240377,0,0.00268138
0.00808517,0.000422644,0.0240132,0,0.0026804
0.00812711,0.000422509,0.0241542,0,0.00268273
0.00814076,0.000427438,0.0242867,0,0.00268321
0.00818316,0.000426425,0.0242071,0,0.00268557
0.00819036,0.000424297,0.0243514,0,0.0026888
0.00820862,0.000417178,0.024473,0,0.00268775
0.00813684,0.000406091,0.0245056,0,0.00268503
0.00813038,0.000394279,0.0247561,0,0.00268215
0.00807677,0.000386564,0.0248753,0,0.0026883
0.00801408,0.000378884,0.0249467,0,0.0026848
0.00791033,0.000366879,0.0250403,0,0.00269104
0.00788976,0.000353453,0.0251554,0,0.00269134
0.00776644,0.00033008,0.0252135,0,0.00269163
0.00765876,0.000309905,0.0254914,0,0.00269656
0.00754488,0.000299881,0.0257237,0,0.00269821
0.0074238,0.000293257,0.0256103,0,0.00270387
0.00732366,0.000287401,0.0257008,0,0.00270434
0.00730804,0.000288026,0.0259147,0,0.00270593
