x,y,p_xx,p_xy,p_yy
0.963031,-0.0385725,544.955,-5.1026,187.876
0.96769,-0.0373508,545.897,-4.88188,188.034
0.972273,-0.0361915,546.843,-4.6684,188.188
0.976339,-0.0352033,547.793,-4.46192,188.339
0.980411,-0.0342487,548.746,-4.26197,188.486
0.983851,-0.0334702,549.702,-4.06859,188.629
0.987355,-0.0327052,550.662,-3.88159,188.77
0.99022,-0.0321048,551.624,-3.70101,188.908
0.993146,-0.0315114,552.588,-3.52589,189.044
0.995629,-0.0310247,553.555,-3.3563,189.177
0.998111,-0.0305531,554.524,-3.19188,189.308
1.00034,-0.0301438,555.495,-3.03245,189.437
1.0026,-0.0297396,556.467,-2.87684,189.565
1.00459,-0.0293915,557.441,-2.72486,189.691
1.0066,-0.0290466,558.415,-2.57562,189.817
1.00841,-0.028743,559.391,-2.42888,189.942
1.01021,-0.0284411,560.366,-2.28321,190.066
1.0118,-0.0281759,561.342,-2.13822,190.19
1.01339,-0.0279099,562.318,-1.99227,190.314
1.01469,-0.0276908,563.293,-1.84506,190.439
1.01599,-0.0274658,564.268,-1.69558,190.564
1.01704,-0.0272815,565.241,-1.54303,190.691
1.0181,-0.0270888,566.213,-1.38565,190.82
1.0188,-0.0269564,567.182,-1.22312,190.95
1.01913,-0.0268917,568.149,-1.05392,191.083
1.01947,-0.0268233,569.113,-0.876556,191.219
1.01981,-0.0267482,570.073,-0.691025,191.359
1.02014,-0.026672,571.029,-0.496701,191.504
1.02023,-0.0266515,571.98,-0.293728,191.652
1.02032,-0.0266281,572.927,-0.0813486,191.805
1.02036,-0.0266181,573.868,0.141101,191.964
1.02037,-0.0266158,574.804,0.372965,192.128
1.02038,-0.0266134,575.733,0.614731,192.299
1.02036,-0.0266191,576.657,0.866144,192.476
1.02034,-0.0266249,577.573,1.12672,192.659
1.02028,-0.0266459,578.484,1.39619,192.848
1.02026,-0.0266514,579.386,1.67682,193.047
1.02024,-0.0266589,580.282,1.96412,193.25
1.02021,-0.0266726,581.171,2.25999,193.461
1.02017,-0.0266869,582.053,2.56428,193.68
1.02013,-0.0267015,582.926,2.87684,193.906
1.0201,-0.0267166,583.792,3.19741,194.14
1.02013,-0.0266999,584.65,3.52587,194.382
1.02012,-0.0267071,585.499,3.86193,194.633
1.0201,-0.0267145,586.34,4.20524,194.892
1.02007,-0.0267313,587.172,4.55553,195.16
1.02003,-0.02675,587.996,4.91248,195.436
1.01999,-0.0267692,588.812,5.27593,195.72
1.01999,-0.0267676,589.618,5.64569,196.014
1.01999,-0.0267684,590.416,6.02145,196.316
1.01999,-0.0267692,591.205,6.40293,196.628
1.01997,-0.0267834,591.984,6.7899,196.948
1.01994,-0.0267979,592.755,7.18206,197.277
1.01999,-0.0267722,593.517,7.57919,197.616
1.02003,-0.026746,594.269,7.98111,197.963
1.01996,-0.0267857,595.012,8.38758,198.32
1.0199,-0.0268262,595.745,8.79853,198.687
1.01996,-0.0267847,596.469,9.21386,199.064
1.02003,-0.0267424,597.181,9.63362,199.451
