x,y,p_xx,p_xy,p_yy,landmark_detected
0.395252,-0.164193,0.0583662,0.0590004,0.0756267,0
0.395252,-0.164193,0.0583662,0.0590004,0.0756267,0
0.397471,-0.167873,0.0586776,0.059238,0.0758723,0
0.397471,-0.167873,0.0586776,0.059238,0.0758723,0
0.399727,-0.171678,0.0590002,0.0594832,0.0761229,0
0.399727,-0.171678,0.0590002,0.0594832,0.0761229,0
0.401664,-0.174999,0.0592829,0.0596962,0.0763401,0
0.403435,-0.178086,0.0595461,0.0598932,0.0765402,0
0.403435,-0.178086,0.0595461,0.0598932,0.0765402,0
0.405714,-0.182123,0.0598903,0.0601516,0.0767966,0
0.405714,-0.182123,0.0598903,0.0601516,0.0767966,0
0.405714,-0.182123,0.0598903,0.0601516,0.0767966,0
0.408963,-0.187985,0.0603902,0.0605277,0.0771605,0
0.408963,-0.187985,0.0603902,0.0605277,0.0771605,0
0.41037,-0.190597,0.0606152,0.0606923,0.0773237,0
0.411859,-0.193396,0.0608564,0.0608686,0.0774966,0
0.411859,-0.193396,0.0608564,0.0608686,0.0774966,0
0.413614,-0.196738,0.0611443,0.0610795,0.0776996,0
0.413614,-0.196738,0.0611443,0.0610795,0.0776996,0
0.416035,-0.20142,0.0615477,0.061376,0.0779778,0
0.416035,-0.20142,0.0615477,0.061376,0.0779778,0
0.416035,-0.20142,0.0615477,0.061376,0.0779778,0
0.418383,-0.20605,0.0619478,0.0616683,0.0782492,0
0.418383,-0.20605,0.0619478,0.0616683,0.0782492,0
0.418383,-0.20605,0.0619478,0.0616683,0.0782492,0
0.421738,-0.212818,0.0625338,0.0620962,0.078636,0
0.421738,-0.212818,0.0625338,0.0620962,0.078636,0
0.423415,-0.216315,0.0628388,0.0623144,0.0788351,0
0.423415,-0.216315,0.0628388,0.0623144,0.0788351,0
0.423415,-0.216315,0.0628388,0.0623144,0.0788351,0
0.42636,-0.222567,0.0633838,0.0627064,0.0791802,0
0.42636,-0.222567,0.0633838,0.0627064,0.0791802,0
0.428114,-0.226399,0.06372,0.0629443,0.0793906,0
0.428114,-0.226399,0.06372,0.0629443,0.0793906,0
0.430004,-0.230612,0.0640903,0.0632055,0.079618,0
0.431112,-0.233139,0.0643138,0.0633603,0.0797555,0
0.431112,-0.233139,0.0643138,0.0633603,0.0797555,0
0.432698,-0.236805,0.0646378,0.0635859,0.0799494,0
0.432698,-0.236805,0.0646378,0.0635859,0.0799494,0
0.434341,-0.240677,0.0649807,0.0638239,0.0801511,0
0.435505,-0.243482,0.0652302,0.0639948,0.0802972,0
0.435505,-0.243482,0.0652302,0.0639948,0.0802972,0
0.437032,-0.247216,0.0655625,0.064223,0.080487,0
0.437032,-0.247216,0.0655625,0.064223,0.080487,0
0.437032,-0.247216,0.0655625,0.064223,0.080487,0
0.43897,-0.252056,0.0659937,0.0645189,0.0807269,0
0.43897,-0.252056,0.0659937,0.0645189,0.0807269,0
0.44109,-0.257481,0.0664787,0.06485,0.0809904,0
0.44109,-0.257481,0.0664787,0.06485,0.0809904,0
0.44109,-0.257481,0.0664787,0.06485,0.0809904,0
0.443527,-0.263904,0.0670549,0.0652412,0.0812943,0
0.443527,-0.263904,0.0670549,0.0652412,0.0812943,0
0.445199,-0.268447,0.0674647,0.0655159,0.0815074,0
0.445199,-0.268447,0.0674647,0.0655159,0.0815074,0
0.445199,-0.268447,0.0674647,0.0655159,0.0815074,0
0.447125,-0.273811,0.06795,0.0658399,0.0817531,0
0.447125,-0.273811,0.06795,0.0658399,0.0817531,0
0.448484,-0.277731,0.0683063,0.0660748,0.0819307,0
0.448484,-0.277731,0.0683063,0.0660748,0.0819307,0
0.448484,-0.277731,0.0683063,0.0660748,0.0819307,0
0.450343,-0.283223,0.0688065,0.066404,0.0821721,0
0.450343,-0.283223,0.0688065,0.066404,0.0821721,0
0.451596,-0.287038,0.0691557,0.066631,0.0823391,0
0.451596,-0.287038,0.0691557,0.066631,0.0823391,0
0.453068,-0.291641,0.0695779,0.0669046,0.0825352,0
0.453068,-0.291641,0.0695779,0.0669046,0.0825352,0
0.454883,-0.297475,0.0701147,0.0672509,0.0827767,0
0.454883,-0.297475,0.0701147,0.0672509,0.0827767,0
0.455759,-0.300405,0.070386,0.0674226,0.0828994,0
0.455759,-0.300405,0.070386,0.0674226,0.0828994,0
0.456781,-0.303887,0.0707089,0.0676268,0.0830417,0
0.456781,-0.303887,0.0707089,0.0676268,0.0830417,0
0.458441,-0.309667,0.0712457,0.0679667,0.0832686,0
0.458441,-0.309667,0.0712457,0.0679667,0.0832686,0
0.459353,-0.312951,0.0715524,0.068158,0.0833986,0
0.460043,-0.315496,0.0717909,0.0683053,0.0835001,0
0.460043,-0.315496,0.0717909,0.0683053,0.0835001,0
0.460931,-0.31882,0.0721027,0.0684981,0.0836284,0
0.460931,-0.31882,0.0721027,0.0684981,0.0836284,0
0.46241,-0.324485,0.0726349,0.0688277,0.0838375,0
0.46241,-0.324485,0.0726349,0.0688277,0.0838375,0
0.463431,-0.328563,0.0730198,0.0690632,0.0839865,0
0.463431,-0.328563,0.0730198,0.0690632,0.0839865,0
0.464267,-0.332016,0.073347,0.0692615,0.0841115,0
0.464894,-0.334681,0.0736003,0.0694135,0.0842085,0
0.464894,-0.334681,0.0736003,0.0694135,0.0842085,0
0.464894,-0.334681,0.0736003,0.0694135,0.0842085,0
0.466098,-0.339914,0.074098,0.0697135,0.0843872,0
0.466932,-0.343702,0.0744598,0.069929,0.0845158,0
0.466932,-0.343702,0.0744598,0.069929,0.0845158,0
0.467782,-0.347686,0.0748416,0.0701551,0.0846479,0
0.467782,-0.347686,0.0748416,0.0701551,0.0846479,0
0.468475,-0.351042,0.0751641,0.0703446,0.0847586,0
0.469278,-0.355045,0.0755499,0.0705705,0.0848866,0
0.469278,-0.355045,0.0755499,0.0705705,0.0848866,0
0.469907,-0.358285,0.0758632,0.0707523,0.08499,0
0.470481,-0.361351,0.0761605,0.0709237,0.0850864,0
0.470481,-0.361351,0.0761605,0.0709237,0.0850864,0
0.471079,-0.364639,0.07648,0.0711072,0.0851874,0
0.471079,-0.364639,0.07648,0.0711072,0.0851874,0
0.471756,-0.368478,0.0768539,0.071321,0.0853016,0
0.472354,-0.37201,0.0771989,0.0715169,0.0854053,0
0.472354,-0.37201,0.0771989,0.0715169,0.0854053,0
0.472979,-0.375803,0.0775706,0.0717269,0.0855141,0
0.472979,-0.375803,0.0775706,0.0717269,0.0855141,0
0.472979,-0.375803,0.0775706,0.0717269,0.0855141,0
0.473914,-0.381712,0.0781512,0.0720539,0.0856747,0
0.474389,-0.384918,0.0784677,0.0722296,0.0857631,0
0.474389,-0.384918,0.0784677,0.0722296,0.0857631,0
0.475099,-0.389901,0.0789609,0.0725026,0.0858925,0
0.475099,-0.389901,0.0789609,0.0725026,0.0858925,0
0.475538,-0.393173,0.0792861,0.0726806,0.0859781,0
0.471013,-0.38121,0.0780559,0.0735968,0.0850892,1
0.471568,-0.384722,0.0783996,0.0737904,0.0851885,0
0.471568,-0.384722,0.0783996,0.0737904,0.0851885,0
0.472228,-0.389073,0.0788264,0.0740297,0.0853065,0
0.472681,-0.392221,0.0791363,0.0742018,0.0853923,0
0.472681,-0.392221,0.0791363,0.0742018,0.0853923,0
0.473229,-0.396178,0.0795265,0.0744177,0.0854955,0
0.473229,-0.396178,0.0795265,0.0744177,0.0854955,0
0.473698,-0.39975,0.0798799,0.0746116,0.0855871,0
0.473698,-0.39975,0.0798799,0.0746116,0.0855871,0
0.474304,-0.404588,0.0803596,0.0748738,0.085705,0
0.474304,-0.404588,0.0803596,0.0748738,0.085705,0
0.474786,-0.408716,0.0807705,0.0750962,0.0858036,0
0.475126,-0.411814,0.08108,0.0752622,0.085878,0
0.475126,-0.411814,0.08108,0.0752622,0.085878,0
0.475463,-0.415048,0.0814036,0.0754348,0.0859534,0
0.475463,-0.415048,0.0814036,0.0754348,0.0859534,0
0.47592,-0.41965,0.0818652,0.0756802,0.0860543,0
0.476251,-0.423281,0.0822307,0.0758726,0.0861332,0
0.476251,-0.423281,0.0822307,0.0758726,0.0861332,0
0.476561,-0.426928,0.0825989,0.0760651,0.0862103,0
0.476561,-0.426928,0.0825989,0.0760651,0.0862103,0
0.476561,-0.426928,0.0825989,0.0760651,0.0862103,0
0.477022,-0.432786,0.0831917,0.0763734,0.0863243,0
0.477022,-0.432786,0.0831917,0.0763734,0.0863243,0
0.477022,-0.432786,0.0831917,0.0763734,0.0863243,0
0.477456,-0.439042,0.0838277,0.0767007,0.0864397,0
0.477456,-0.439042,0.0838277,0.0767007,0.0864397,0
0.477456,-0.439042,0.0838277,0.0767007,0.0864397,0
0.477698,-0.443008,0.0842328,0.0769067,0.0865133,0
0.477698,-0.443008,0.0842328,0.0769067,0.0865133,0
0.4778,-0.445207,0.0844584,0.0770196,0.0865554,0
0.4778,-0.445207,0.0844584,0.0770196,0.0865554,0
0.477972,-0.449293,0.0848776,0.0772289,0.0866232,0
0.477972,-0.449293,0.0848776,0.0772289,0.0866232,0
0.477972,-0.449293,0.0848776,0.0772289,0.0866232,0
0.478223,-0.456406,0.0856099,0.0775918,0.0867292,0
0.478223,-0.456406,0.0856099,0.0775918,0.0867292,0
0.478317,-0.460038,0.0859859,0.0777756,0.0867848,0
0.478317,-0.460038,0.0859859,0.0777756,0.0867848,0
0.478317,-0.460038,0.0859859,0.0777756,0.0867848,0
0.478317,-0.460038,0.0859859,0.0777756,0.0867848,0
0.47851,-0.468943,0.0869106,0.0782252,0.0869029,0
0.478538,-0.471171,0.0871438,0.0783368,0.086938,0
0.478564,-0.473799,0.0874192,0.0784682,0.0869769,0
0.478564,-0.473799,0.0874192,0.0784682,0.0869769,0
0.478592,-0.477561,0.0878138,0.0786559,0.0870273,0
0.478605,-0.480762,0.0881506,0.0788152,0.0870706,0
0.478605,-0.480762,0.0881506,0.0788152,0.0870706,0
0.47861,-0.485996,0.0887025,0.079075,0.0871334,0
0.47861,-0.485996,0.0887025,0.079075,0.0871334,0
0.47861,-0.485996,0.0887025,0.079075,0.0871334,0
0.478592,-0.491303,0.0892645,0.0793376,0.0871948,0
0.478592,-0.491303,0.0892645,0.0793376,0.0871948,0
0.478556,-0.496091,0.0897735,0.0795736,0.087249,0
0.478556,-0.496091,0.0897735,0.0795736,0.087249,0
0.478498,-0.500956,0.0902926,0.0798125,0.0873019,0
0.478498,-0.500956,0.0902926,0.0798125,0.0873019,0
0.478431,-0.50527,0.0907546,0.0800236,0.0873484,0
0.478431,-0.50527,0.0907546,0.0800236,0.0873484,0
0.478431,-0.50527,0.0907546,0.0800236,0.0873484,0
0.474413,-0.501596,0.0903969,0.081151,0.0866314,1
0.474413,-0.501596,0.0903969,0.081151,0.0866314,0
0.474413,-0.501596,0.0903969,0.081151,0.0866314,0
0.474406,-0.507816,0.0910575,0.08146,0.0867029,0
0.474387,-0.510934,0.0913902,0.0816143,0.0867421,0
0.474387,-0.510934,0.0913902,0.0816143,0.0867421,0
0.474342,-0.515821,0.0919127,0.0818555,0.0867965,0
0.474342,-0.515821,0.0919127,0.0818555,0.0867965,0
0.4743,-0.518765,0.0922287,0.0820002,0.0868318,0
0.47425,-0.521931,0.0925693,0.0821556,0.0868685,0
0.47425,-0.521931,0.0925693,0.0821556,0.0868685,0
0.474188,-0.525266,0.0929287,0.0823188,0.0869057,0
0.474188,-0.525266,0.0929287,0.0823188,0.0869057,0
0.474079,-0.53047,0.0934908,0.0825729,0.0869569,0
0.474079,-0.53047,0.0934908,0.0825729,0.0869569,0
0.473996,-0.533682,0.0938392,0.0827292,0.0869908,0
0.473895,-0.537274,0.0942296,0.0829035,0.0870266,0
0.473895,-0.537274,0.0942296,0.0829035,0.0870266,0
0.473895,-0.537274,0.0942296,0.0829035,0.0870266,0
0.4737,-0.543671,0.0949265,0.0832131,0.0870811,0
0.4737,-0.543671,0.0949265,0.0832131,0.0870811,0
0.473562,-0.54745,0.0953402,0.083395,0.0871151,0
0.472124,-0.542572,0.094579,0.084019,0.0865413,1
0.472014,-0.54729,0.0950913,0.0842496,0.0865875,0
0.472014,-0.54729,0.0950913,0.0842496,0.0865875,0
0.471876,-0.552368,0.0956446,0.0844968,0.0866345,0
0.471876,-0.552368,0.0956446,0.0844968,0.0866345,0
0.471747,-0.556556,0.0961024,0.0847,0.0866735,0
0.471747,-0.556556,0.0961024,0.0847,0.0866735,0
0.471623,-0.560191,0.0965011,0.084876,0.0867074,0
0.471623,-0.560191,0.0965011,0.084876,0.0867074,0
0.471446,-0.564905,0.0970192,0.0851032,0.0867469,0
0.471318,-0.567993,0.0973598,0.0852516,0.086775,0
0.471318,-0.567993,0.0973598,0.0852516,0.086775,0
0.47114,-0.572009,0.0978036,0.0854441,0.0868074,0
0.471,-0.574947,0.0981293,0.0855844,0.0868327,0
0.471,-0.574947,0.0981293,0.0855844,0.0868327,0
0.470812,-0.578675,0.0985432,0.085762,0.0868612,0
0.470812,-0.578675,0.0985432,0.085762,0.0868612,0
0.470637,-0.581938,0.0989065,0.085917,0.0868864,0
0.470443,-0.585316,0.0992834,0.0860768,0.0869107,0
0.470443,-0.585316,0.0992834,0.0860768,0.0869107,0
0.47017,-0.589832,0.0997883,0.0862896,0.0869386,0
0.47017,-0.589832,0.0997883,0.0862896,0.0869386,0
0.47017,-0.589832,0.0997883,0.0862896,0.0869386,0
0.469813,-0.595424,0.100415,0.086552,0.0869689,0
0.469556,-0.599163,0.100836,0.0867267,0.0869905,0
0.469556,-0.599163,0.100836,0.0867267,0.0869905,0
0.469342,-0.602128,0.101171,0.0868649,0.0870088,0
0.469342,-0.602128,0.101171,0.0868649,0.0870088,0
0.469014,-0.606468,0.101662,0.0870661,0.0870294,0
0.468772,-0.60953,0.102009,0.0872077,0.0870458,0
0.468772,-0.60953,0.102009,0.0872077,0.0870458,0
0.468485,-0.613042,0.102408,0.0873695,0.0870622,0
0.468202,-0.61639,0.10279,0.0875234,0.0870774,0
0.468202,-0.61639,0.10279,0.0875234,0.0870774,0
0.467791,-0.621078,0.103325,0.0877377,0.0870933,0
0.467791,-0.621078,0.103325,0.0877377,0.0870933,0
0.467791,-0.621078,0.103325,0.0877377,0.0870933,0
0.467791,-0.621078,0.103325,0.0877377,0.0870933,0
0.467118,-0.628442,0.104169,0.0880724,0.0871097,0
0.467118,-0.628442,0.104169,0.0880724,0.0871097,0
0.466658,-0.633188,0.104715,0.0882869,0.0871212,0
0.466658,-0.633188,0.104715,0.0882869,0.0871212,0
0.466658,-0.633188,0.104715,0.0882869,0.0871212,0
0.465963,-0.640133,0.105517,0.0885991,0.0871312,0
0.465963,-0.640133,0.105517,0.0885991,0.0871312,0
0.465537,-0.644085,0.105975,0.0887756,0.0871382,0
0.465537,-0.644085,0.105975,0.0887756,0.0871382,0
0.465537,-0.644085,0.105975,0.0887756,0.0871382,0
0.464872,-0.650065,0.106671,0.0890409,0.0871416,0
0.464509,-0.653177,0.107035,0.0891786,0.0871464,0
0.464509,-0.653177,0.107035,0.0891786,0.0871464,0
0.464082,-0.656767,0.107455,0.0893367,0.0871497,0
0.464082,-0.656767,0.107455,0.0893367,0.0871497,0
0.463625,-0.660527,0.107896,0.0895017,0.0871516,0
0.46315,-0.664308,0.108341,0.0896668,0.0871521,0
0.46315,-0.664308,0.108341,0.0896668,0.0871521,0
0.46268,-0.66796,0.108771,0.0898256,0.0871517,0
0.46268,-0.66796,0.108771,0.0898256,0.0871517,0
0.46211,-0.672267,0.10928,0.0900118,0.0871479,0
0.46211,-0.672267,0.10928,0.0900118,0.0871479,0
0.461532,-0.676505,0.109783,0.0901939,0.0871425,0
0.461103,-0.679564,0.110146,0.0903251,0.0871402,0
0.461103,-0.679564,0.110146,0.0903251,0.0871402,0
0.460612,-0.682988,0.110554,0.0904712,0.0871356,0
0.460612,-0.682988,0.110554,0.0904712,0.0871356,0
0.460003,-0.68714,0.11105,0.0906472,0.0871263,0
0.460003,-0.68714,0.11105,0.0906472,0.0871263,0
0.455463,-0.685121,0.110972,0.0914999,0.086452,1
0.455463,-0.685121,0.110972,0.0914999,0.086452,0
0.455463,-0.685121,0.110972,0.0914999,0.086452,0
0.454656,-0.690817,0.111649,0.0917438,0.0864382,0
0.454115,-0.694482,0.112086,0.0919,0.0864307,0
0.454115,-0.694482,0.112086,0.0919,0.0864307,0
0.453558,-0.698186,0.112529,0.0920572,0.0864219,0
0.453558,-0.698186,0.112529,0.0920572,0.0864219,0
0.453049,-0.70149,0.112926,0.0921969,0.086414,0
0.452547,-0.704681,0.113309,0.0923311,0.0864055,0
0.452547,-0.704681,0.113309,0.0923311,0.0864055,0
0.45191,-0.70866,0.113788,0.0924976,0.0863915,0
0.45191,-0.70866,0.113788,0.0924976,0.0863915,0
0.45122,-0.712897,0.114299,0.0926739,0.0863749,0
0.45122,-0.712897,0.114299,0.0926739,0.0863749,0
0.450545,-0.716983,0.114794,0.0928434,0.0863582,0
0.450545,-0.716983,0.114794,0.0928434,0.0863582,0
0.449832,-0.721231,0.115309,0.0930187,0.0863395,0
0.449832,-0.721231,0.115309,0.0930187,0.0863395,0
0.449058,-0.725775,0.115862,0.0932053,0.0863175,0
0.449058,-0.725775,0.115862,0.0932053,0.0863175,0
0.448431,-0.729404,0.116305,0.0933541,0.0863012,0
0.448431,-0.729404,0.116305,0.0933541,0.0863012,0
0.447611,-0.734137,0.116883,0.0935471,0.0862766,0
0.447611,-0.734137,0.116883,0.0935471,0.0862766,0
0.447611,-0.734137,0.116883,0.0935471,0.0862766,0
0.446409,-0.741039,0.11773,0.0938273,0.0862359,0
0.445843,-0.744238,0.118124,0.0939573,0.0862213,0
0.445843,-0.744238,0.118124,0.0939573,0.0862213,0
0.445843,-0.744238,0.118124,0.0939573,0.0862213,0
0.445039,-0.748764,0.118682,0.0941401,0.0861965,0
0.445039,-0.748764,0.118682,0.0941401,0.0861965,0
0.444261,-0.753105,0.119219,0.0943151,0.0861725,0
0.443786,-0.755767,0.119549,0.0944228,0.0861616,0
0.443209,-0.758986,0.11995,0.0945526,0.0861463,0
0.443209,-0.758986,0.11995,0.0945526,0.0861463,0
0.442627,-0.762223,0.120353,0.094683,0.0861308,0
0.442627,-0.762223,0.120353,0.094683,0.0861308,0
0.441877,-0.766391,0.120873,0.09485,0.0861078,0
0.441877,-0.766391,0.120873,0.09485,0.0861078,0
0.441125,-0.770577,0.121396,0.0950177,0.086085,0
0.441125,-0.770577,0.121396,0.0950177,0.086085,0
0.441125,-0.770577,0.121396,0.0950177,0.086085,0
0.44019,-0.77575,0.122044,0.0952238,0.0860538,0
0.44019,-0.77575,0.122044,0.0952238,0.0860538,0
0.439644,-0.778766,0.122424,0.0953444,0.0860397,0
0.439644,-0.778766,0.122424,0.0953444,0.0860397,0
0.438879,-0.782977,0.122954,0.0955119,0.0860159,0
0.438879,-0.782977,0.122954,0.0955119,0.0860159,0
0.438879,-0.782977,0.122954,0.0955119,0.0860159,0
0.437955,-0.78804,0.123594,0.0957124,0.0859849,0
0.437955,-0.78804,0.123594,0.0957124,0.0859849,0
0.437447,-0.790808,0.123945,0.0958224,0.0859721,0
0.436831,-0.794158,0.12437,0.0959551,0.0859546,0
0.436831,-0.794158,0.12437,0.0959551,0.0859546,0
0.436256,-0.797288,0.124768,0.096079,0.0859388,0
0.436256,-0.797288,0.124768,0.096079,0.0859388,0
0.43561,-0.800809,0.125216,0.096218,0.0859201,0
0.43561,-0.800809,0.125216,0.096218,0.0859201,0
0.435167,-0.80322,0.125525,0.0963136,0.0859102,0
0.435167,-0.80322,0.125525,0.0963136,0.0859102,0
0.43436,-0.807603,0.126085,0.0964858,0.0858842,0
0.43436,-0.807603,0.126085,0.0964858,0.0858842,0
0.43436,-0.807603,0.126085,0.0964858,0.0858842,0
0.433477,-0.812374,0.126696,0.0966726,0.0858547,0
0.433477,-0.812374,0.126696,0.0966726,0.0858547,0
0.432717,-0.816469,0.127222,0.0968327,0.0858304,0
0.432717,-0.816469,0.127222,0.0968327,0.0858304,0
0.432214,-0.819176,0.127571,0.096939,0.0858178,0
0.432214,-0.819176,0.127571,0.096939,0.0858178,0
0.431388,-0.823622,0.128145,0.0971123,0.0857907,0
0.431388,-0.823622,0.128145,0.0971123,0.0857907,0
0.430768,-0.826945,0.128575,0.0972419,0.0857728,0
0.430768,-0.826945,0.128575,0.0972419,0.0857728,0
0.430194,-0.830012,0.128972,0.0973614,0.0857567,0
0.429805,-0.832082,0.129242,0.0974424,0.0857489,0
0.429349,-0.834503,0.129557,0.0975368,0.0857381,0
0.429349,-0.834503,0.129557,0.0975368,0.0857381,0
0.428803,-0.837402,0.129935,0.0976494,0.0857231,0
0.428306,-0.84003,0.130278,0.0977513,0.0857103,0
0.428306,-0.84003,0.130278,0.0977513,0.0857103,0
0.428306,-0.84003,0.130278,0.0977513,0.0857103,0
0.427519,-0.84417,0.130818,0.0979106,0.0856843,0
0.427519,-0.84417,0.130818,0.0979106,0.0856843,0
0.426711,-0.848397,0.131372,0.0980728,0.0856571,0
0.426711,-0.848397,0.131372,0.0980728,0.0856571,0
0.426711,-0.848397,0.131372,0.0980728,0.0856571,0
0.425845,-0.852897,0.131962,0.0982447,0.085627,0
0.425845,-0.852897,0.131962,0.0982447,0.085627,0
0.425215,-0.856149,0.13239,0.0983689,0.0856074,0
0.425215,-0.856149,0.13239,0.0983689,0.0856074,0
0.424441,-0.860157,0.132919,0.0985216,0.0855815,0
0.424441,-0.860157,0.132919,0.0985216,0.0855815,0
0.423877,-0.863075,0.133304,0.098633,0.0855652,0
0.42326,-0.866268,0.133727,0.0987547,0.0855466,0
0.42326,-0.866268,0.133727,0.0987547,0.0855466,0
0.422697,-0.869192,0.134115,0.0988662,0.0855305,0
0.422183,-0.871858,0.13447,0.0989679,0.0855166,0
0.422183,-0.871858,0.13447,0.0989679,0.0855166,0
0.421657,-0.874585,0.134833,0.0990717,0.0855022,0
0.421657,-0.874585,0.134833,0.0990717,0.0855022,0
0.421111,-0.877404,0.135208,0.0991788,0.0854868,0
0.421111,-0.877404,0.135208,0.0991788,0.0854868,0
0.420421,-0.880956,0.135683,0.099313,0.0854647,0
0.420421,-0.880956,0.135683,0.099313,0.0854647,0
0.419724,-0.884536,0.136161,0.099448,0.0854422,0
0.419059,-0.887942,0.136618,0.0995761,0.0854211,0
0.419059,-0.887942,0.136618,0.0995761,0.0854211,0
0.418564,-0.890476,0.136958,0.0996718,0.085408,0
0.418564,-0.890476,0.136958,0.0996718,0.085408,0
0.417958,-0.893582,0.137376,0.0997886,0.0853897,0
0.417958,-0.893582,0.137376,0.0997886,0.0853897,0
0.417105,-0.897936,0.137962,0.0999513,0.0853599,0
0.417105,-0.897936,0.137962,0.0999513,0.0853599,0
0.416278,-0.902163,0.138533,0.100109,0.0853315,0
0.416278,-0.902163,0.138533,0.100109,0.0853315,0
0.415782,-0.904702,0.138877,0.100204,0.0853184,0
0.415256,-0.9074,0.139243,0.100306,0.0853039,0
0.415256,-0.9074,0.139243,0.100306,0.0853039,0
0.414702,-0.910242,0.139629,0.100412,0.0852882,0
0.414702,-0.910242,0.139629,0.100412,0.0852882,0
0.414104,-0.913299,0.140045,0.100526,0.0852704,0
0.413546,-0.916156,0.140434,0.100632,0.0852545,0
0.413546,-0.916156,0.140434,0.100632,0.0852545,0
0.413546,-0.916156,0.140434,0.100632,0.0852545,0
0.412732,-0.920321,0.141002,0.100787,0.085227,0
0.412732,-0.920321,0.141002,0.100787,0.085227,0
0.412114,-0.923479,0.141434,0.100904,0.0852083,0
0.411573,-0.926236,0.141812,0.101006,0.0851932,0
0.411573,-0.926236,0.141812,0.101006,0.0851932,0
0.41093,-0.929516,0.142262,0.101128,0.0851734,0
0.410416,-0.932126,0.142621,0.101224,0.0851594,0
0.410416,-0.932126,0.142621,0.101224,0.0851594,0
0.410416,-0.932126,0.142621,0.101224,0.0851594,0
0.409437,-0.937088,0.143304,0.101406,0.085124,0
0.409437,-0.937088,0.143304,0.101406,0.085124,0
0.408874,-0.939941,0.143697,0.101511,0.0851077,0
0.408874,-0.939941,0.143697,0.101511,0.0851077,0
0.408143,-0.943631,0.144207,0.101647,0.0850838,0
0.408143,-0.943631,0.144207,0.101647,0.0850838,0
0.407509,-0.946821,0.144649,0.101763,0.0850641,0
0.407509,-0.946821,0.144649,0.101763,0.0850641,0
0.406651,-0.951141,0.145249,0.101921,0.0850342,0
0.406651,-0.951141,0.145249,0.101921,0.0850342,0
0.405862,-0.955109,0.145801,0.102065,0.0850073,0
0.405862,-0.955109,0.145801,0.102065,0.0850073,0
0.405862,-0.955109,0.145801,0.102065,0.0850073,0
0.404753,-0.960668,0.146575,0.102266,0.0849657,0
0.404753,-0.960668,0.146575,0.102266,0.0849657,0
0.404357,-0.962656,0.146854,0.102339,0.0849571,0
0.403894,-0.964983,0.14718,0.102423,0.0849455,0
0.403894,-0.964983,0.14718,0.102423,0.0849455,0
0.402925,-0.969851,0.147862,0.102599,0.0849106,0
0.402925,-0.969851,0.147862,0.102599,0.0849106,0
0.402925,-0.969851,0.147862,0.102599,0.0849106,0
0.402052,-0.974255,0.14848,0.102758,0.0848804,0
0.402052,-0.974255,0.14848,0.102758,0.0848804,0
0.401395,-0.977596,0.148951,0.102879,0.0848603,0
0.400748,-0.980923,0.14942,0.103,0.0848411,0
0.400748,-0.980923,0.14942,0.103,0.0848411,0
0.400294,-0.983283,0.149754,0.103086,0.0848309,0
0.400294,-0.983283,0.149754,0.103086,0.0848309,0
0.399605,-0.986905,0.150267,0.103218,0.0848107,0
0.399096,-0.989624,0.150652,0.103318,0.0847987,0
0.399096,-0.989624,0.150652,0.103318,0.0847987,0
0.399096,-0.989624,0.150652,0.103318,0.0847987,0
0.398247,-0.994232,0.151306,0.103486,0.0847732,0
0.398247,-0.994232,0.151306,0.103486,0.0847732,0
0.397634,-0.997634,0.151791,0.103612,0.0847583,0
0.397182,-1.0002,0.152156,0.103708,0.0847503,0
0.397182,-1.0002,0.152156,0.103708,0.0847503,0
0.396691,-1.00302,0.15256,0.103813,0.0847414,0
0.396691,-1.00302,0.15256,0.103813,0.0847414,0
0.396175,-1.00603,0.15299,0.103925,0.0847319,0
0.396175,-1.00603,0.15299,0.103925,0.0847319,0
0.395557,-1.00971,0.153517,0.104063,0.0847194,0
0.395557,-1.00971,0.153517,0.104063,0.0847194,0
0.394708,-1.01491,0.154262,0.104258,0.0847001,0
0.394708,-1.01491,0.154262,0.104258,0.0847001,0
0.394344,-1.01722,0.154594,0.104346,0.0846982,0
0.393944,-1.01979,0.154966,0.104445,0.0846957,0
0.393944,-1.01979,0.154966,0.104445,0.0846957,0
0.393426,-1.0232,0.155457,0.104575,0.0846902,0
0.393426,-1.0232,0.155457,0.104575,0.0846902,0
0.392867,-1.02697,0.156001,0.10472,0.0846844,0
0.392867,-1.02697,0.156001,0.10472,0.0846844,0
0.392509,-1.02944,0.156359,0.104816,0.0846849,0
0.392122,-1.03216,0.156753,0.104921,0.0846851,0
0.392122,-1.03216,0.156753,0.104921,0.0846851,0
0.391732,-1.03495,0.157159,0.10503,0.0846857,0
0.391732,-1.03495,0.157159,0.10503,0.0846857,0
0.391174,-1.03906,0.157755,0.10519,0.0846835,0
0.391174,-1.03906,0.157755,0.10519,0.0846835,0
0.390777,-1.04207,0.158193,0.105308,0.0846858,0
0.390777,-1.04207,0.158193,0.105308,0.0846858,0
0.390247,-1.04618,0.158793,0.10547,0.0846864,0
0.390247,-1.04618,0.158793,0.10547,0.0846864,0
0.390247,-1.04618,0.158793,0.10547,0.0846864,0
0.389731,-1.05033,0.159399,0.105634,0.0846888,0
0.389504,-1.05222,0.159676,0.10571,0.0846961,0
0.389504,-1.05222,0.159676,0.10571,0.0846961,0
0.389504,-1.05222,0.159676,0.10571,0.0846961,0
